Unnamed: 0,T,U,Сl,aoi,I
2016-10-21 09:00:00,3,100,99,52.6807141290666,29.3683333333333
2016-10-21 11:00:00,3,100,75,31.8514569591591,57.9433333333334
2016-10-21 12:00:00,4,93,75,28.1843968693218,55.6716666666667
2016-10-21 13:00:00,4,93,75,31.8514569591591,43.9466666666667
2016-10-21 14:00:00,4,93,75,40.9255266500637,19.0033333333333
2016-10-21 15:00:00,3,100,75,52.6807141290666,12.73
2016-10-21 16:00:00,3,100,99,65.6897549459461,2.72833333333333
2016-10-22 07:00:00,2,100,100,79.4471085415388,11.6683333333333
2016-10-22 09:00:00,2,100,75,52.8600442290115,87.865
2016-10-22 13:00:00,4,87,75,32.1551913532788,183.216666666667
2016-10-22 14:00:00,4,87,75,41.159985555243,110.45
2016-10-22 15:00:00,2,100,75,52.8600442290115,39.7216666666667
2016-10-22 16:00:00,2,100,75,65.8303890927843,3.45
2016-10-26 07:00:00,-6,100,0,79.8907663451791,118.74
2016-10-26 08:00:00,-3,93,0,66.3847063996878,362.713333333333
2016-10-26 09:00:00,-2,93,0,53.5683020152794,668.073333333333
2016-10-26 10:00:00,0,80,0,42.08376830594,728.161666666667
2016-10-26 11:00:00,1,70,75,33.3433162313008,294.45
2016-10-26 12:00:00,0,75,75,29.8662979662585,92.3083333333334
2016-10-26 13:00:00,1,65,75,33.3433162313008,66.8133333333334
2016-10-26 14:00:00,0,75,75,42.08376830594,32.0683333333333
2016-10-26 15:00:00,0,75,75,53.5683020152794,10.1833333333333
2016-10-26 16:00:00,-1,80,75,66.3847063996878,1.725
2016-10-27 07:00:00,-1,75,99,79.9991311760175,3.99666666666667
2016-10-27 08:00:00,-1,75,99,66.5208696342344,13.5633333333333
2016-10-27 09:00:00,-1,75,99,53.7425971694695,34.0366666666667
2016-10-27 10:00:00,-1,75,99,42.3105592817171,55.4933333333333
2016-10-27 11:00:00,0,69,99,33.6330038848348,73.1116666666667
2016-10-27 12:00:00,0,64,99,30.1908180826244,43.8016666666667
2016-10-27 13:00:00,0,64,99,33.6330038848348,33.59
2016-10-27 14:00:00,0,64,99,42.3105592817171,19.1316666666667
2016-10-27 15:00:00,0,64,99,53.7425971694695,8.79666666666667
2016-10-27 16:00:00,-1,75,99,66.5208696342344,1.825
2016-10-28 07:00:00,-2,80,20,80.1063823962167,14.935
2016-10-28 16:00:00,0,64,75,66.6559233428955,3.805
2016-10-29 07:00:00,-1,86,75,80.2124739318009,7.53833333333334
2016-10-29 08:00:00,-1,86,75,66.789796837885,23.5416666666667
2016-10-29 09:00:00,-1,86,75,54.0871697314981,39.1366666666667
2016-10-29 10:00:00,0,80,75,42.7582807883427,42.2883333333334
2016-10-29 11:00:00,0,75,75,34.202703097139,42.355
2016-10-29 12:00:00,0,75,75,30.8272218022723,54.7416666666667
2016-10-29 13:00:00,0,75,75,34.202703097139,52.4833333333333
2016-10-29 14:00:00,0,69,75,42.7582807883427,23.995
2016-10-29 15:00:00,0,69,75,54.0871697314981,6.78166666666667
2016-10-29 16:00:00,0,75,75,66.789796837885,1.12333333333333
2016-10-30 07:00:00,-3,100,75,80.3173602139781,10.9783333333333
2016-10-30 08:00:00,-2,93,75,66.9224200020394,28.445
2016-10-30 09:00:00,-2,100,75,54.2572521753757,92.4083333333334
2016-10-30 10:00:00,-2,100,75,42.9789683942789,128.35
2016-10-30 11:00:00,-1,86,75,34.4824770928016,182.141666666667
2016-10-30 12:00:00,-1,93,75,31.1389168253974,63.1833333333333
2016-10-30 13:00:00,-1,80,75,34.4824770928016,47.5583333333334
2016-10-30 14:00:00,-2,93,75,42.9789683942789,43.355
2016-10-30 15:00:00,-2,93,75,54.2572521753757,33.2633333333333
2016-10-30 16:00:00,-2,86,45,66.9224200020394,2.85666666666667
2016-10-31 07:00:00,-3,100,99,80.4209962053419,4.375
2016-10-31 08:00:00,-3,100,99,67.0537233376665,24.155
2016-10-31 09:00:00,-2,93,99,54.425737067355,67.8966666666667
2016-10-31 10:00:00,-2,93,99,43.1973816763052,55.5933333333333
2016-10-31 11:00:00,-2,93,99,34.7587127834263,109.68
2016-10-31 12:00:00,-1,86,99,31.446150376553,50.9883333333334
2016-10-31 13:00:00,-1,86,99,34.7587127834263,32.1516666666667
2016-10-31 14:00:00,-1,93,99,43.1973816763052,29.9416666666667
2016-10-31 15:00:00,-2,100,99,54.425737067355,13.07
2016-10-31 16:00:00,-2,100,99,67.0537233376665,1.51166666666667
2016-11-01 07:00:00,-5,93,45,80.5233374252521,24.5916666666667
2016-11-01 08:00:00,-5,93,20,67.1836380141559,87.755
2016-11-01 09:00:00,-4,86,75,54.5925294901385,96.31
2016-11-01 10:00:00,-4,86,75,43.4134038190746,129.366666666667
2016-11-01 11:00:00,-4,80,75,35.0312970865547,263.621666666667
2016-11-01 12:00:00,-3,74,75,31.7488314158073,342.876666666666
2016-11-01 13:00:00,-3,74,75,35.0312970865547,168.96
2016-11-01 14:00:00,-3,80,75,43.4134038190746,112.778333333333
2016-11-01 16:00:00,-4,86,75,67.1836380141559,1.97166666666667
2016-11-02 07:00:00,-5,93,75,80.6243399743866,9.98666666666667
2016-11-02 08:00:00,-5,93,75,67.312095914334,41.085
2016-11-02 09:00:00,-4,93,75,54.7575356590021,93.8383333333333
2016-11-02 10:00:00,-5,93,75,43.6269199355322,100.605
2016-11-02 11:00:00,-4,80,75,35.3001191806144,205.983333333333
2016-11-02 12:00:00,-4,80,75,32.0468702522361,86.84
2016-11-02 13:00:00,-4,74,75,35.3001191806144,52.48
2016-11-02 14:00:00,-4,80,75,43.6269199355322,42.2133333333334
2016-11-02 15:00:00,-4,80,75,54.7575356590021,14.155
2016-11-02 16:00:00,-5,86,75,67.312095914334,1.65
2016-11-03 07:00:00,-5,80,75,80.7239605584573,12.4633333333333
2016-11-03 08:00:00,-5,80,75,67.4390296795544,108.613333333333
2016-11-03 10:00:00,-5,74,20,43.8378171019334,618.395
